"YEAR","SAMPLE","SERIAL","CBSERIAL","NUMPREC","HHWT","CLUSTER","STATEICP","CITY","STRATA","GQ","HHINCOME","COUPLETYPE","PERNUM","PERWT","SFTYPE","SFRELATE","CBSUBFAM","CBSFTYPE","CBSFRELATE","MOMLOC","MOMRULE","POPLOC","POPRULE","SPLOC","SPRULE","RELATE","RELATED","SEX","AGE","MARST","MARRNO","MARRINYR","YRMARR","FERTYR","RACE","RACED","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","EMPSTAT","EMPSTATD","LABFORCE","INCTOT","TRANWORK","TRANTIME","DEPARTS","ARRIVES","mom","dad","parent"
2022,202201,766456,2022010055920,1,48,2022007664561,34,0,220029,3,9999999,0,1,48,0,0,0,0,0,0,0,0,0,0,0,13,1301,1,55,2,2,1,1992,0,1,100,7,71,0,0,0,0,3,30,1,0,0,0,0,0,0,0,0
2022,202201,1227747,2022000428683,3,59,2022012277471,54,0,110147,1,198700,1,2,59,0,0,0,0,0,0,0,0,0,1,11,2,201,2,54,1,2,1,2003,0,1,100,8,81,0,0,0,0,1,10,2,85000,10,45,532,619,0,0,0
2022,202201,1035058,2022000117082,1,36,2022010350581,24,0,140039,1,5630,0,1,36,0,0,0,0,0,0,0,0,0,0,0,1,101,2,62,5,2,1,2001,0,1,100,6,63,0,0,0,0,3,30,1,5630,0,0,0,0,0,0,0
2022,202201,336234,2022000617158,1,80,2022003362341,43,0,571012,1,12400,0,1,80,0,0,0,0,0,0,0,0,0,0,0,1,101,1,74,4,3,1,2010,0,8,826,11,115,60,6006,0,0,3,30,1,12400,0,0,0,0,0,0,0
2022,202201,585788,2022001181534,2,48,2022005857881,51,0,120021,1,5400,1,2,32,0,0,0,0,0,0,0,0,0,1,11,2,201,1,64,1,1,1,1979,0,1,100,6,63,0,0,0,0,3,30,1,4100,0,0,0,0,0,0,0
2022,202201,198512,2022001076135,3,232,2022001985121,71,0,651706,1,31000,1,3,220,0,0,0,0,0,2,11,1,11,0,0,3,301,1,17,6,0,0,0,0,8,826,4,40,0,0,0,0,3,30,1,0,0,0,0,0,1,1,1
2022,202201,834774,2022000085016,2,80,2022008347741,12,0,30134,1,224000,1,1,80,0,0,0,0,0,0,0,0,0,2,11,1,101,2,29,1,1,1,2020,1,8,845,11,114,61,6107,0,0,1,10,2,119000,70,5,652,659,0,0,0
2022,202201,919722,2022000530394,1,130,2022009197221,13,0,110136,1,18000,0,1,129,0,0,0,0,0,0,0,0,0,0,0,1,101,2,72,4,1,1,1989,0,1,100,7,71,0,0,0,0,3,30,1,18000,0,0,0,0,0,0,0
2022,202201,191130,2022000999165,3,130,2022001911301,71,0,373806,1,31800,0,3,138,0,0,0,0,0,1,11,0,0,0,0,3,301,1,11,6,0,0,0,0,7,700,2,22,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,492925,2022001058057,3,243,2022004929251,21,1190,315517,1,786000,1,1,244,0,0,0,0,0,0,0,0,0,2,11,1,101,2,47,1,1,1,2011,1,1,100,10,101,62,6206,0,0,1,10,2,51000,80,0,0,0,0,0,0
2022,202201,583179,2022000978235,2,195,2022005831791,51,0,170421,1,100800,0,2,277,0,0,0,0,0,0,0,1,11,0,0,3,301,2,16,6,0,0,0,1,1,100,6,61,0,0,0,0,3,30,1,800,0,0,0,0,0,1,1
2022,202201,848915,2022000655567,3,46,2022008489151,12,0,160034,1,99000,1,2,44,0,0,0,0,0,0,0,0,0,1,11,2,201,1,58,1,2,1,1996,0,1,100,6,63,0,0,0,0,1,10,2,58000,10,45,702,749,0,0,0
2022,202201,961346,2022001289895,5,70,2022009613461,13,0,240436,1,58300,0,2,31,0,0,0,0,0,1,11,0,0,0,0,3,301,2,13,6,0,0,0,0,1,100,2,23,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,348829,2022000824451,2,106,2022003488291,43,0,190112,1,47300,1,2,84,0,0,0,0,0,0,0,0,0,1,11,2,201,1,74,1,2,1,1984,0,1,100,6,63,0,0,0,0,3,30,1,6300,0,0,0,0,0,0,0
2022,202201,757242,2022000476374,2,156,2022007572421,46,0,100128,1,61500,0,1,156,0,0,0,0,0,0,0,2,11,0,0,1,101,2,51,6,0,0,0,0,2,200,11,114,54,5404,0,0,1,10,2,50000,10,25,1135,1204,0,1,1
2022,202201,1307307,2022000587544,1,89,2022013073071,49,1520,660348,1,16400,0,1,90,0,0,0,0,0,0,0,0,0,0,0,1,101,2,65,4,2,1,1990,0,1,100,8,81,0,0,0,0,1,10,2,16400,10,20,1135,1154,0,0,0
2022,202201,1086714,2022000268776,5,46,2022010867141,53,0,2010040,1,85700,1,2,19,0,0,0,0,0,0,0,0,0,1,11,2,201,1,56,1,1,1,1987,0,1,100,6,65,0,0,0,0,1,10,2,61200,10,30,622,654,0,0,0
2022,202201,1035599,2022000132749,5,20,2022010355991,24,0,70439,1,17800,0,2,17,0,0,0,0,0,1,11,0,0,0,0,3,301,2,5,6,0,0,0,0,8,802,0,2,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,677973,2022001428945,1,95,2022006779731,3,0,70425,1,33200,0,1,95,0,0,0,0,0,0,0,0,0,0,0,1,101,2,84,5,2,1,1989,0,1,100,6,65,0,0,0,0,3,30,1,33200,0,0,0,0,0,0,0
2022,202201,1037930,2022000200635,3,70,2022010379301,24,0,370439,1,92000,1,3,87,0,0,0,0,0,1,11,2,11,0,0,3,301,2,10,6,0,0,0,0,1,100,1,16,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,436360,2022000013588,2,200,2022004363601,82,0,30515,1,66700,1,2,230,0,0,0,0,0,0,0,0,0,1,11,2,201,2,85,1,1,1,1963,0,5,500,6,63,0,0,0,0,3,30,1,11900,0,0,0,0,0,0,0
2022,202201,1182651,2022000315290,2,139,2022011826511,5,5650,10344,1,42800,0,2,147,0,0,0,0,0,0,0,0,0,0,0,11,1115,2,25,6,0,0,0,1,6,610,11,114,24,2400,0,0,3,30,1,39000,0,0,0,0,0,0,0
2022,202201,736648,2022000528415,4,84,2022007366481,33,0,160527,1,119000,1,1,84,0,0,0,0,0,0,0,0,0,2,11,1,101,1,43,1,1,1,2005,0,1,100,10,101,55,5506,0,0,1,10,2,99000,10,25,702,729,0,0,0
2022,202201,330115,2022000519393,3,91,2022003301151,43,0,710312,1,73000,1,2,88,0,0,0,0,0,0,0,0,0,1,11,2,201,2,68,1,1,1,2014,0,1,100,6,63,0,0,0,0,3,30,1,3000,0,0,0,0,0,0,0
2022,202201,443839,2022000256264,3,39,2022004438391,63,0,30016,1,121900,1,1,38,0,0,0,0,0,0,0,0,0,2,11,1,101,1,58,1,1,1,1996,0,1,100,8,81,0,0,0,0,1,10,2,90000,10,28,1655,1724,0,0,0
2022,202201,1129939,2022000074325,1,25,2022011299391,14,0,130042,1,39000,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,101,2,65,6,0,0,0,0,1,100,6,63,0,0,0,0,1,10,2,39000,10,20,532,554,0,0,0
2022,202201,686870,2022000127874,3,68,2022006868701,23,0,30026,1,77000,0,1,68,0,0,0,0,0,0,0,0,0,0,0,1,101,2,44,6,0,0,0,1,1,100,6,63,0,0,0,0,1,10,2,38000,10,45,722,809,0,0,0
2022,202201,633395,2022000788353,3,28,2022006333951,52,0,120224,1,20000,3,1,28,0,0,0,0,0,0,0,0,0,2,21,1,101,1,63,6,0,0,0,0,1,100,6,65,0,0,0,0,1,10,2,20000,10,30,502,534,0,0,0
2022,202201,169599,2022000775104,3,55,2022001695991,71,0,732606,1,220000,1,1,55,0,0,0,0,0,0,0,0,0,2,11,1,101,1,54,1,1,1,1995,0,1,100,10,101,62,6207,0,0,1,10,2,180000,10,30,602,634,0,0,0
2022,202201,1264894,2022000028497,3,79,2022012648941,49,0,231848,1,86000,1,3,81,0,0,0,0,0,2,11,1,11,0,0,3,301,1,8,6,0,0,0,0,2,200,1,15,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,261265,2022010016593,1,35,2022002612651,1,0,2060309,4,9999999,0,1,35,0,0,0,0,0,0,0,0,0,0,0,12,1270,2,20,6,0,0,0,1,8,826,7,71,0,0,0,0,3,30,1,9000,0,0,0,0,0,0,0
2022,202201,355930,2022000939992,3,94,2022003559301,43,0,950512,1,10000,0,2,112,0,0,0,0,0,1,11,0,0,0,0,3,301,2,17,6,0,0,0,1,1,100,4,40,0,0,0,0,3,30,1,0,0,0,0,0,1,0,1
2022,202201,731211,2022000191789,4,59,2022007312111,33,0,200127,1,119000,1,2,63,0,0,0,0,0,0,0,0,0,1,11,2,201,1,55,1,1,1,1985,0,1,100,6,65,0,0,0,0,1,10,2,35000,10,13,632,644,0,0,0
2022,202201,148078,2022000550501,6,66,2022001480781,71,0,650906,1,98460,1,5,97,4,3,1,4,3,3,25,0,0,0,0,9,901,1,7,6,0,0,0,0,1,100,1,14,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,308173,2022000162584,2,82,2022003081731,43,0,950312,1,61200,3,2,104,0,0,0,0,0,0,0,0,0,1,21,11,1114,2,25,6,0,0,0,1,1,100,10,101,62,6211,0,0,1,10,2,31200,10,19,732,749,0,0,0
2022,202201,129820,2022000356982,3,86,2022001298201,71,0,290306,1,87100,0,2,84,0,0,0,0,0,1,11,0,0,0,0,3,301,1,38,6,0,0,0,0,8,826,11,116,50,5007,0,0,1,10,2,60000,60,2,832,834,1,0,1
2022,202201,1440488,2022000313716,4,46,2022014404881,73,0,2610253,1,55100,1,3,73,0,0,0,0,0,2,11,1,11,0,0,3,301,2,20,6,0,0,0,1,1,100,6,63,0,0,0,0,1,10,2,28000,10,35,415,449,1,1,1
2022,202201,943371,2022000963239,4,70,2022009433711,13,0,120236,1,120000,1,4,66,0,0,0,0,0,1,11,2,11,0,0,3,301,1,11,6,0,0,0,0,1,100,2,22,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,17499,2022000978308,2,81,2022000174991,41,0,250001,1,19400,1,1,81,0,0,0,0,0,0,0,0,0,2,11,1,101,1,88,1,2,1,1981,0,1,100,6,63,0,0,0,0,3,30,1,10200,0,0,0,0,0,0,0
2022,202201,431214,2022001296162,3,48,2022004312141,44,0,130413,1,121300,3,1,47,0,0,0,0,0,0,0,0,0,2,21,1,101,2,27,6,0,0,0,1,1,100,10,101,50,5004,0,0,1,10,2,54000,10,30,802,834,0,0,0
2022,202201,647169,2022010097094,1,54,2022006471691,3,0,30125,4,9999999,0,1,54,0,0,0,0,0,0,0,0,0,0,0,12,1270,2,19,6,0,0,0,1,1,100,6,65,0,0,0,0,3,30,1,5200,0,0,0,0,0,0,0
2022,202201,1503855,2022000696091,2,308,2022015038551,68,0,30056,1,149210,1,2,332,0,0,0,0,0,0,0,0,0,1,11,2,201,1,59,1,1,1,1985,0,1,100,6,65,0,0,0,0,1,10,2,70000,10,7,802,809,0,0,0
2022,202201,1383191,2022001087479,4,121,2022013831911,67,0,1100449,1,90800,1,4,91,4,3,1,4,3,3,24,0,0,0,0,9,901,1,3,6,0,0,0,0,1,100,0,2,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,1013551,2022001187215,4,31,2022010135511,47,0,310837,1,150000,0,4,41,0,0,0,0,0,0,0,1,11,0,0,3,301,2,5,6,0,0,0,0,1,100,1,11,0,0,0,0,0,0,0,9999999,0,0,0,0,0,1,1
2022,202201,859410,2022001089343,3,142,2022008594101,12,4630,140734,1,20000,0,2,103,0,0,0,0,0,1,11,0,0,0,0,3,301,1,23,6,0,0,0,0,1,100,6,63,0,0,0,0,3,30,1,0,0,0,0,0,1,0,1
2022,202201,1413858,2022000804750,4,100,2022014138581,40,0,590451,1,177000,1,1,100,0,0,0,0,0,0,0,0,0,2,11,1,101,2,39,1,1,1,2007,1,1,100,11,114,23,2300,0,0,1,10,2,86000,10,15,832,849,0,0,0
2022,202201,265736,2022000190780,2,155,2022002657361,1,0,2020309,1,28300,0,1,154,0,0,0,0,0,0,0,0,0,0,0,1,101,1,34,3,1,1,2013,0,1,100,11,114,50,5004,0,0,1,10,2,28300,80,0,0,0,0,0,0
2022,202201,98407,2022000028065,3,55,2022000984071,71,0,530106,1,155300,1,2,53,0,0,0,0,0,0,0,0,0,1,11,2,201,2,35,1,1,1,2016,1,1,100,8,81,0,0,0,0,3,30,1,0,0,0,0,0,0,0,0
2022,202201,1337780,2022000985168,5,118,2022013377801,49,0,463448,1,130600,0,2,124,0,0,0,0,0,1,11,0,0,0,0,3,301,2,21,6,0,0,0,1,8,826,6,65,0,0,0,0,1,10,2,20000,10,10,832,844,1,0,1
2022,202201,1310570,2022000629907,2,21,2022013105701,49,0,370048,1,37300,1,2,16,0,0,0,0,0,0,0,0,0,1,11,2,201,1,66,1,1,1,1975,0,2,200,5,50,0,0,0,0,3,30,1,22900,0,0,0,0,0,0,0
2022,202201,336161,2022000615907,6,83,2022003361611,43,0,1270212,1,13570,0,4,44,0,0,0,0,0,1,11,0,0,0,0,3,301,1,8,6,0,0,0,0,7,700,1,17,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,924457,2022000617043,2,49,2022009244571,13,0,60036,1,158700,1,2,42,0,0,0,0,0,0,0,0,0,1,11,2,201,2,62,1,1,1,1982,0,1,100,7,71,0,0,0,0,3,30,1,27500,0,0,0,0,0,0,0
2022,202201,212561,2022001222854,3,75,2022002125611,71,3730,373206,1,28100,1,3,71,0,0,0,0,0,2,11,1,11,0,0,3,301,1,29,6,0,0,0,0,8,826,7,71,0,0,0,0,1,10,2,1200,31,35,802,839,1,1,1
2022,202201,112675,2022000176781,1,69,2022001126751,71,0,710506,1,96300,0,1,69,0,0,0,0,0,0,0,0,0,0,0,1,101,2,72,6,0,0,0,0,1,100,11,114,19,1901,0,0,3,30,1,96300,0,0,0,0,0,0,0
2022,202201,160342,2022000678571,5,115,2022001603421,71,0,990106,1,125000,1,5,139,0,0,0,0,0,2,11,1,11,0,0,3,301,2,5,6,0,0,0,0,1,100,1,11,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,393499,2022000003990,1,115,2022003934991,44,0,80213,1,60000,0,1,116,0,0,0,0,0,0,0,0,0,0,0,1,101,1,53,4,1,1,1993,0,3,361,7,71,0,0,0,0,1,10,2,60000,10,45,702,749,0,0,0
2022,202201,1413015,2022000771041,5,118,2022014130151,40,0,590751,1,125300,1,4,192,4,3,1,4,3,3,24,0,0,0,0,9,901,2,11,6,0,0,0,0,2,200,2,22,0,0,0,0,0,0,0,9999999,0,0,0,0,1,0,1
2022,202201,711727,2022000988891,2,95,2022007117271,23,0,320426,1,76000,1,1,96,0,0,0,0,0,0,0,0,0,2,11,1,101,1,43,1,1,1,2011,0,1,100,7,71,0,0,0,0,1,10,2,46000,10,30,902,934,0,0,0
2022,202201,962161,2022001304638,4,39,2022009621611,13,890,120536,1,147300,0,3,36,0,0,0,0,0,1,11,0,0,0,0,3,301,1,33,6,0,0,0,0,2,200,8,81,0,0,0,0,1,10,2,65000,10,10,1525,1534,1,0,1
2022,202201,229939,2022001405451,1,168,2022002299391,71,0,710406,1,1300,0,1,168,0,0,0,0,0,0,0,0,0,0,0,1,101,1,79,2,1,1,1964,0,1,100,1,14,0,0,0,0,1,10,2,1300,10,45,702,749,0,0,0
2022,202201,1345928,2022001094045,6,7,2022013459281,49,0,30048,1,110000,1,6,8,0,0,0,0,0,1,11,2,11,0,0,3,301,2,5,6,0,0,0,0,1,100,1,11,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,756979,2022000445159,2,50,2022007569791,46,0,130028,1,160000,1,1,51,0,0,0,0,0,0,0,0,0,2,11,1,101,1,58,1,2,1,1998,0,1,100,10,101,62,6203,0,0,1,10,2,160000,10,30,602,634,0,0,0
2022,202201,23627,2022001400547,4,169,2022000236271,41,0,100001,1,56400,1,1,168,0,0,0,0,0,0,0,0,0,2,11,1,101,1,71,1,1,1,1996,0,1,100,6,63,0,0,0,0,3,30,1,22800,0,0,0,0,0,0,0
2022,202201,793594,2022001356166,1,23,2022007935941,34,0,120029,1,52000,0,1,23,0,0,0,0,0,0,0,0,0,0,0,1,101,2,85,5,1,1,1955,0,1,100,7,71,0,0,0,0,3,30,1,52000,0,0,0,0,0,0,0
2022,202201,699993,2022000579660,2,131,2022006999931,23,0,300526,1,81000,1,2,140,0,0,0,0,0,0,0,0,0,1,11,2,201,2,66,1,1,1,1973,0,1,100,6,63,0,0,0,0,1,10,2,17100,10,5,622,629,0,0,0
2022,202201,1424890,2022001260701,7,42,2022014248901,40,0,150051,1,28500,1,7,64,0,0,0,0,0,1,11,2,11,0,0,3,303,1,1,6,0,0,0,0,2,200,0,1,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,742987,2022000917189,5,80,2022007429871,33,0,230027,1,75200,1,3,57,0,0,0,0,0,1,11,2,11,0,0,3,301,1,19,6,0,0,0,0,1,100,6,63,0,0,0,0,3,30,1,0,0,0,0,0,1,1,1
2022,202201,359145,2022000992083,3,106,2022003591451,43,0,50012,1,80400,0,2,67,0,0,0,0,0,1,11,0,0,0,0,3,301,1,16,6,0,0,0,0,8,845,4,40,0,0,0,0,3,30,1,0,0,0,0,0,1,0,1
2022,202201,641915,2022001292707,2,330,2022006419151,52,0,50224,1,29500,1,1,329,0,0,0,0,0,0,0,0,0,2,11,1,101,2,43,1,2,2,2021,1,2,200,10,101,61,6107,0,0,1,10,2,25000,10,15,702,719,0,0,0
2022,202201,160496,2022000680316,4,91,2022001604961,71,3730,372206,1,34000,0,3,99,0,0,0,0,0,1,11,0,0,0,0,3,301,1,19,6,0,0,0,0,1,100,7,71,0,0,0,0,3,30,1,0,0,0,0,0,1,0,1
2022,202201,206506,2022001159995,5,104,2022002065061,71,0,851906,1,306800,1,4,189,2,1,1,2,1,0,0,0,0,5,11,5,501,1,76,1,1,1,1969,0,6,640,6,63,0,0,0,0,3,30,1,17200,0,0,0,0,0,0,0
2022,202201,1407243,2022000526451,1,310,2022014072431,40,0,870151,1,46400,0,1,309,0,0,0,0,0,0,0,0,0,0,0,1,101,1,75,2,2,1,1996,0,2,200,6,65,0,0,0,0,3,30,1,46400,0,0,0,0,0,0,0
2022,202201,408249,2022000509752,4,279,2022004082491,44,0,160513,1,120000,3,3,306,0,0,0,0,0,2,11,1,11,0,0,3,301,2,5,6,0,0,0,0,7,700,1,11,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,42689,2022000575107,3,47,2022000426891,61,0,110104,1,80200,1,3,38,0,0,0,0,0,1,11,2,11,0,0,3,301,2,25,6,0,0,0,1,8,826,6,63,0,0,0,0,1,10,2,32000,10,15,1405,1419,1,1,1
2022,202201,530365,2022001040908,5,104,2022005303651,22,0,350018,1,91800,1,1,104,0,0,0,0,0,0,0,0,0,2,11,1,101,2,37,1,1,1,2015,1,1,100,6,63,0,0,0,0,1,10,2,21800,10,40,732,814,0,0,0
2022,202201,894218,2022000061509,3,42,2022008942181,13,0,331236,1,64000,1,3,63,0,0,0,0,0,0,0,0,0,0,0,7,701,2,80,5,1,1,1963,0,1,100,6,63,0,0,0,0,3,30,1,17000,0,0,0,0,0,0,0
2022,202201,806582,2022000920828,4,98,2022008065821,35,0,90331,1,163000,1,1,98,0,0,0,0,0,0,0,0,0,2,11,1,101,2,41,1,1,1,2015,1,1,100,10,101,61,6107,0,0,1,10,2,1e+05,80,0,0,0,0,0,0
2022,202201,1237290,2022000892258,4,46,2022012372901,54,0,140047,1,78900,1,2,60,0,0,0,0,0,0,0,0,0,1,11,2,201,1,74,1,1,1,1974,0,1,100,11,114,54,5401,0,0,3,30,1,12600,0,0,0,0,0,0,0
2022,202201,1366796,2022001364795,3,36,2022013667961,49,0,670348,1,65300,1,1,36,0,0,0,0,0,0,0,0,0,2,11,1,101,2,70,1,1,1,1973,0,1,100,8,81,0,0,0,0,1,10,2,18600,80,0,0,0,0,0,0
2022,202201,709341,2022000905674,6,91,2022007093411,23,0,290126,1,149400,1,5,98,0,0,0,0,0,2,11,1,11,0,0,3,301,1,10,6,0,0,0,0,1,100,1,17,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,187414,2022000960174,4,52,2022001874141,71,0,1110306,1,20000,1,3,52,0,0,0,0,0,1,11,2,11,0,0,3,301,1,15,6,0,0,0,0,2,200,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2022,202201,63348,2022000147073,5,47,2022000633481,42,0,10205,1,175820,1,1,46,0,0,0,0,0,0,0,0,0,2,11,1,101,2,49,1,1,1,1991,1,1,100,10,101,55,5504,0,0,3,30,1,0,0,0,0,0,0,0,0
2022,202201,265720,2022000188637,2,93,2022002657201,1,0,2060209,1,82000,0,1,93,0,0,0,0,0,0,0,0,0,0,0,1,101,2,59,4,1,1,1988,0,1,100,8,81,0,0,0,0,1,10,2,47000,10,12,647,659,0,0,0
2022,202201,923804,2022000604557,3,71,2022009238041,13,4610,440136,1,77200,1,1,71,0,0,0,0,0,0,0,0,0,2,11,1,101,1,74,1,1,1,1989,0,1,100,6,63,0,0,0,0,3,30,1,37200,0,0,0,0,0,0,0
2022,202201,1380383,2022000745334,4,103,2022013803831,67,0,500049,1,113000,1,4,124,0,0,0,0,0,2,11,1,11,0,0,3,301,1,7,6,0,0,0,0,1,100,1,14,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,119250,2022000246896,2,101,2022001192501,71,0,592606,1,99000,1,1,101,0,0,0,0,0,0,0,0,0,2,11,1,101,1,68,1,1,1,1981,0,6,600,10,101,36,3606,0,0,3,30,1,51800,0,0,0,0,0,0,0
2022,202201,127904,2022000337684,5,108,2022001279041,71,0,650106,1,87000,1,1,108,0,0,0,0,0,0,0,0,0,2,11,1,101,2,58,1,2,1,2014,0,8,826,2,23,0,0,0,0,1,10,2,32000,10,20,932,954,0,0,0
2022,202201,9701,2022000447577,2,30,2022000097011,41,4250,180201,1,148600,1,1,31,0,0,0,0,0,0,0,0,0,2,11,1,101,1,75,1,1,1,1970,0,1,100,11,114,62,6200,0,0,1,10,2,139800,10,26,632,659,0,0,0
2022,202201,536788,2022001369069,6,168,2022005367881,22,0,260018,1,255000,1,6,127,0,0,0,0,0,0,0,0,0,0,0,6,601,2,68,5,1,1,1995,0,7,700,6,63,0,0,0,0,1,10,2,26000,10,15,1205,1219,0,0,0
2022,202201,1017888,2022001326091,1,25,2022010178881,47,0,80037,1,4700,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,101,1,72,5,1,1,1973,0,2,200,10,101,55,5507,0,0,3,30,1,4700,0,0,0,0,0,0,0
2022,202201,687650,2022000153719,2,137,2022006876501,23,0,200026,1,46200,1,2,157,0,0,0,0,0,0,0,0,0,1,11,2,201,1,67,1,2,1,1999,0,1,100,6,65,0,0,0,0,3,30,1,35700,0,0,0,0,0,0,0
2022,202201,577706,2022000561694,3,20,2022005777061,51,0,180021,1,38200,1,3,11,0,0,0,0,0,2,11,1,11,0,0,3,301,1,16,6,0,0,0,0,1,100,5,50,0,0,0,0,3,30,1,0,0,0,0,0,1,1,1
2022,202201,1108587,2022000587078,5,101,2022011085871,72,0,590141,1,68100,3,5,212,5,3,0,0,0,1,11,2,11,0,0,3,303,1,17,6,0,0,0,0,8,818,6,63,0,0,0,0,3,30,1,0,0,0,0,0,1,1,1
2022,202201,851162,2022000750536,4,98,2022008511621,12,0,140434,1,220000,1,3,56,0,0,0,0,0,2,11,1,11,0,0,3,301,1,14,6,0,0,0,0,6,610,2,26,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,258295,2022001284379,7,479,2022002582951,62,1710,170208,1,76200,1,7,448,0,0,0,0,0,2,11,1,11,0,0,3,301,2,12,6,0,0,0,0,2,200,2,25,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,447121,2022000888121,5,51,2022004471211,63,0,40016,1,35000,1,3,74,0,0,0,0,0,1,11,2,11,0,0,3,301,2,9,6,0,0,0,0,1,100,1,17,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,1403613,2022000376713,4,81,2022014036131,40,0,1070151,1,132300,1,2,45,0,0,0,0,0,0,0,0,0,1,11,2,201,2,43,1,1,1,2000,1,1,100,8,81,0,0,0,0,1,10,2,50000,10,12,455,504,0,0,0
2022,202201,258635,2022001305279,3,34,2022002586351,62,0,50108,1,140000,1,2,28,0,0,0,0,0,0,0,0,0,1,11,2,201,2,49,1,1,1,2007,2,7,700,6,63,0,0,0,0,1,10,2,70000,10,20,802,824,0,0,0
2022,202201,238787,2022000125033,2,40,2022002387871,62,1710,170408,1,239070,1,2,40,0,0,0,0,0,0,0,0,0,1,11,2,201,1,82,1,1,1,1984,0,1,100,11,115,36,3600,0,0,3,30,1,222800,0,0,0,0,0,0,0
2022,202201,921407,2022000561173,2,16,2022009214071,13,0,250036,1,102000,3,2,14,0,0,0,0,0,0,0,0,0,1,21,11,1114,2,27,6,0,0,0,1,1,100,6,61,0,0,0,0,1,10,2,32000,10,10,632,644,0,0,0
2022,202201,189698,2022000984449,2,124,2022001896981,71,0,651506,1,1126000,1,2,120,0,0,0,0,0,0,0,0,0,1,11,2,201,1,74,1,1,1,1972,0,1,100,11,115,55,5501,0,0,1,10,2,976000,10,15,732,749,0,0,0
2022,202201,413325,2022000686076,4,88,2022004133251,44,0,160713,1,112000,1,1,88,0,0,0,0,0,0,0,0,0,2,11,1,101,2,49,1,1,1,1999,1,2,200,10,101,62,6207,0,0,1,10,2,72000,10,10,632,644,0,0,0
2022,202201,915809,2022000457837,5,76,2022009158091,13,0,320336,1,61000,1,1,76,0,0,0,0,0,0,0,0,0,2,11,1,101,1,46,1,1,1,2002,0,1,100,6,61,0,0,0,0,2,20,2,58000,0,0,0,0,0,0,0
2022,202201,538332,2022010006748,1,4,2022005383321,31,0,200019,3,9999999,0,1,4,0,0,0,0,0,0,0,0,0,0,0,13,1301,1,79,2,2,1,1965,0,1,100,11,114,33,3301,0,0,3,30,1,326200,0,0,0,0,0,0,0
2022,202201,98489,2022000028815,5,64,2022000984891,71,0,670606,1,40700,0,1,64,0,0,0,0,0,0,0,0,0,0,0,1,101,2,68,4,2,1,1989,0,3,304,6,65,0,0,0,0,2,20,2,31700,0,0,0,0,0,0,0
2022,202201,387094,2022001444551,4,147,2022003870941,43,0,730212,1,109200,1,1,148,0,0,0,0,0,0,0,0,0,2,11,1,101,2,32,1,1,1,2017,2,1,100,10,101,23,2304,0,0,1,12,2,40200,0,0,0,0,0,0,0
2022,202201,938668,2022000878218,5,146,2022009386681,13,50,200136,1,8000,1,3,190,0,0,0,0,0,2,11,1,11,0,0,3,301,1,12,6,0,0,0,0,1,100,2,25,0,0,0,0,0,0,0,9999999,0,0,0,0,1,1,1
2022,202201,1201209,2022000775543,3,15,2022012012091,48,0,180045,1,45260,0,2,26,3,1,1,3,1,1,11,0,0,0,0,3,301,1,40,6,0,0,0,0,2,200,6,63,0,0,0,0,3,30,1,260,0,0,0,0,1,0,1
2022,202201,216181,2022001261115,1,34,2022002161811,71,3730,370806,1,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,1,101,1,49,6,0,0,0,0,1,100,2,26,0,0,0,0,3,30,1,0,0,0,0,0,0,0,0
2022,202201,715489,2022001115947,3,31,2022007154891,23,0,30026,1,36400,0,3,37,0,0,0,0,0,1,11,0,0,0,0,3,301,1,60,6,0,0,0,0,1,100,6,64,0,0,0,0,3,30,1,0,0,0,0,0,1,0,1
